Constant,Value
GL_STENCIL_ATTACHMENT,36128
GL_STENCIL_BACK_FAIL,34817
GL_STENCIL_BACK_FUNC,34816
GL_STENCIL_BACK_PASS_DEPTH_FAIL,34818
GL_STENCIL_BACK_PASS_DEPTH_PASS,34819
GL_STENCIL_BACK_REF,36003
GL_STENCIL_BACK_VALUE_MASK,36004
GL_STENCIL_BACK_WRITEMASK,36005
GL_STENCIL_BITS,3415
GL_STENCIL_BUFFER_BIT,1024
GL_STENCIL_CLEAR_VALUE,2961
GL_STENCIL_COMPONENTS,33413
GL_STENCIL_FAIL,2964
GL_STENCIL_FUNC,2962
GL_STENCIL_INDEX,6401
GL_STENCIL_INDEX1,36166
GL_STENCIL_INDEX16,36169
GL_STENCIL_INDEX4,36167
GL_STENCIL_INDEX8,36168
GL_STENCIL_PASS_DEPTH_FAIL,2965
GL_STENCIL_PASS_DEPTH_PASS,2966
GL_STENCIL_REF,2967
GL_STENCIL_RENDERABLE,33416
GL_STENCIL_TEST,2960
GL_STENCIL_VALUE_MASK,2963
GL_STENCIL_WRITEMASK,2968
GL_STEREO,3123
GL_STREAM_COPY,35042
GL_STREAM_DRAW,35040
GL_STREAM_READ,35041
GL_SUBPIXEL_BITS,3408
GL_SYNC_CL_EVENT_ARB,33344
GL_SYNC_CL_EVENT_COMPLETE_ARB,33345
GL_SYNC_CONDITION,37139
GL_SYNC_FENCE,37142
GL_SYNC_FLAGS,37141
GL_SYNC_FLUSH_COMMANDS_BIT,1
GL_SYNC_GPU_COMMANDS_COMPLETE,37143
GL_SYNC_STATUS,37140
GL_T,8193
GL_T2F_C3F_V3F,10794
GL_T2F_C4F_N3F_V3F,10796
GL_T2F_C4UB_V3F,10793
GL_T2F_N3F_V3F,10795
GL_T2F_V3F,10791
GL_T4F_C4F_N3F_V4F,10797
GL_T4F_V4F,10792
GL_TESS_CONTROL_OUTPUT_VERTICES,36469
GL_TESS_CONTROL_SHADER,36488
GL_TESS_CONTROL_SHADER_BIT,8
GL_TESS_CONTROL_SHADER_PATCHES_ARB,33521
GL_TESS_CONTROL_SUBROUTINE,37609
GL_TESS_CONTROL_SUBROUTINE_UNIFORM,37615
GL_TESS_CONTROL_TEXTURE,33436
GL_TESS_EVALUATION_SHADER,36487
GL_TESS_EVALUATION_SHADER_BIT,16
GL_TESS_EVALUATION_SHADER_INVOCATIONS_ARB,33522
GL_TESS_EVALUATION_SUBROUTINE,37610
GL_TESS_EVALUATION_SUBROUTINE_UNIFORM,37616
GL_TESS_EVALUATION_TEXTURE,33437
GL_TESS_GEN_MODE,36470
GL_TESS_GEN_POINT_MODE,36473
GL_TESS_GEN_SPACING,36471
GL_TESS_GEN_VERTEX_ORDER,36472
GL_TEXTURE,5890
GL_TEXTURE0,33984
GL_TEXTURE1,33985
GL_TEXTURE10,33994
GL_TEXTURE11,33995
GL_TEXTURE12,33996
GL_TEXTURE13,33997
GL_TEXTURE14,33998
GL_TEXTURE15,33999
GL_TEXTURE16,34000
GL_TEXTURE17,34001
GL_TEXTURE18,34002
GL_TEXTURE19,34003
GL_TEXTURE2,33986
GL_TEXTURE20,34004
GL_TEXTURE21,34005
GL_TEXTURE22,34006
GL_TEXTURE23,34007
GL_TEXTURE24,34008
GL_TEXTURE25,34009
GL_TEXTURE26,34010
GL_TEXTURE27,34011
GL_TEXTURE28,34012
GL_TEXTURE29,34013
GL_TEXTURE3,33987
GL_TEXTURE30,34014
GL_TEXTURE31,34015
GL_TEXTURE4,33988
GL_TEXTURE5,33989
GL_TEXTURE6,33990
GL_TEXTURE7,33991
GL_TEXTURE8,33992
GL_TEXTURE9,33993
GL_TEXTURE_1D,3552
GL_TEXTURE_1D_ARRAY,35864
GL_TEXTURE_2D,3553
GL_TEXTURE_2D_ARRAY,35866
GL_TEXTURE_2D_MULTISAMPLE,37120
GL_TEXTURE_2D_MULTISAMPLE_ARRAY,37122
GL_TEXTURE_3D,32879
GL_TEXTURE_ALPHA_SIZE,32863
GL_TEXTURE_ALPHA_TYPE,35859
GL_TEXTURE_BASE_LEVEL,33084
GL_TEXTURE_BINDING_1D,32872
GL_TEXTURE_BINDING_1D_ARRAY,35868
GL_TEXTURE_BINDING_2D,32873
GL_TEXTURE_BINDING_2D_ARRAY,35869
GL_TEXTURE_BINDING_2D_MULTISAMPLE,37124
GL_TEXTURE_BINDING_2D_MULTISAMPLE_ARRAY,37125
GL_TEXTURE_BINDING_3D,32874
GL_TEXTURE_BINDING_BUFFER,35884
GL_TEXTURE_BINDING_CUBE_MAP,34068
GL_TEXTURE_BINDING_CUBE_MAP_ARRAY,36874
GL_TEXTURE_BINDING_CUBE_MAP_ARRAY_ARB,36874
GL_TEXTURE_BINDING_RECTANGLE,34038
GL_TEXTURE_BIT,262144
GL_TEXTURE_BLUE_SIZE,32862
GL_TEXTURE_BLUE_TYPE,35858
GL_TEXTURE_BORDER,4101
GL_TEXTURE_BORDER_COLOR,4100
GL_TEXTURE_BUFFER,35882
GL_TEXTURE_BUFFER_BINDING,35882
GL_TEXTURE_BUFFER_DATA_STORE_BINDING,35885
GL_TEXTURE_BUFFER_OFFSET,37277
GL_TEXTURE_BUFFER_OFFSET_ALIGNMENT,37279
GL_TEXTURE_BUFFER_SIZE,37278
GL_TEXTURE_COMPARE_FUNC,34893
GL_TEXTURE_COMPARE_MODE,34892
GL_TEXTURE_COMPRESSED,34465
GL_TEXTURE_COMPRESSED_BLOCK_HEIGHT,33458
GL_TEXTURE_COMPRESSED_BLOCK_SIZE,33459
GL_TEXTURE_COMPRESSED_BLOCK_WIDTH,33457
GL_TEXTURE_COMPRESSED_IMAGE_SIZE,34464
GL_TEXTURE_COMPRESSION_HINT,34031
GL_TEXTURE_COORD_ARRAY,32888
GL_TEXTURE_COORD_ARRAY_COUNT_EXT,32907
GL_TEXTURE_COORD_ARRAY_EXT,32888
GL_TEXTURE_COORD_ARRAY_POINTER,32914
GL_TEXTURE_COORD_ARRAY_POINTER_EXT,32914
GL_TEXTURE_COORD_ARRAY_SIZE,32904
GL_TEXTURE_COORD_ARRAY_SIZE_EXT,32904
GL_TEXTURE_COORD_ARRAY_STRIDE,32906
GL_TEXTURE_COORD_ARRAY_STRIDE_EXT,32906
GL_TEXTURE_COORD_ARRAY_TYPE,32905
GL_TEXTURE_COORD_ARRAY_TYPE_EXT,32905
GL_TEXTURE_CUBE_MAP,34067
GL_TEXTURE_CUBE_MAP_ARRAY,36873
GL_TEXTURE_CUBE_MAP_ARRAY_ARB,36873
GL_TEXTURE_CUBE_MAP_NEGATIVE_X,34070
GL_TEXTURE_CUBE_MAP_NEGATIVE_Y,34072
GL_TEXTURE_CUBE_MAP_NEGATIVE_Z,34074
GL_TEXTURE_CUBE_MAP_POSITIVE_X,34069
GL_TEXTURE_CUBE_MAP_POSITIVE_Y,34071
GL_TEXTURE_CUBE_MAP_POSITIVE_Z,34073
GL_TEXTURE_CUBE_MAP_SEAMLESS,34895
GL_TEXTURE_DEPTH,32881
GL_TEXTURE_DEPTH_SIZE,34890
GL_TEXTURE_DEPTH_TYPE,35862
GL_TEXTURE_ENV,8960
GL_TEXTURE_ENV_COLOR,8705
GL_TEXTURE_ENV_MODE,8704
GL_TEXTURE_FETCH_BARRIER_BIT,8
GL_TEXTURE_FIXED_SAMPLE_LOCATIONS,37127
GL_TEXTURE_GATHER,33442
GL_TEXTURE_GATHER_SHADOW,33443
GL_TEXTURE_GEN_MODE,9472
GL_TEXTURE_GEN_Q,3171
GL_TEXTURE_GEN_R,3170
GL_TEXTURE_GEN_S,3168
GL_TEXTURE_GEN_T,3169
GL_TEXTURE_GREEN_SIZE,32861
GL_TEXTURE_GREEN_TYPE,35857
GL_TEXTURE_HEIGHT,4097
GL_TEXTURE_IMAGE_FORMAT,33423
GL_TEXTURE_IMAGE_TYPE,33424
GL_TEXTURE_IMMUTABLE_FORMAT,37167
GL_TEXTURE_IMMUTABLE_LEVELS,33503
GL_TEXTURE_INTENSITY_SIZE,32865
GL_TEXTURE_INTERNAL_FORMAT,4099
GL_TEXTURE_LOD_BIAS,34049
GL_TEXTURE_LUMINANCE_SIZE,32864
GL_TEXTURE_MAG_FILTER,10240
GL_TEXTURE_MATRIX,2984
GL_TEXTURE_MAX_LEVEL,33085
GL_TEXTURE_MAX_LOD,33083
GL_TEXTURE_MIN_FILTER,10241
GL_TEXTURE_MIN_LOD,33082
GL_TEXTURE_PRIORITY,32870
GL_TEXTURE_RECTANGLE,34037
GL_TEXTURE_RED_SIZE,32860
GL_TEXTURE_RED_TYPE,35856
GL_TEXTURE_RESIDENT,32871
GL_TEXTURE_SAMPLES,37126
GL_TEXTURE_SHADOW,33441
GL_TEXTURE_SHARED_SIZE,35903
GL_TEXTURE_SPARSE_ARB,37286
GL_TEXTURE_STACK_DEPTH,2981
GL_TEXTURE_STENCIL_SIZE,35057
GL_TEXTURE_SWIZZLE_A,36421
GL_TEXTURE_SWIZZLE_B,36420
GL_TEXTURE_SWIZZLE_G,36419
GL_TEXTURE_SWIZZLE_R,36418
GL_TEXTURE_SWIZZLE_RGBA,36422
GL_TEXTURE_TARGET,4102
GL_TEXTURE_UPDATE_BARRIER_BIT,256
GL_TEXTURE_VIEW,33461
GL_TEXTURE_VIEW_MIN_LAYER,33501
GL_TEXTURE_VIEW_MIN_LEVEL,33499
GL_TEXTURE_VIEW_NUM_LAYERS,33502
GL_TEXTURE_VIEW_NUM_LEVELS,33500
GL_TEXTURE_WIDTH,4096
GL_TEXTURE_WRAP_R,32882
GL_TEXTURE_WRAP_S,10242
GL_TEXTURE_WRAP_T,10243
GL_TIMEOUT_EXPIRED,37147
GL_TIMESTAMP,36392
GL_TIME_ELAPSED,35007
GL_TOP_LEVEL_ARRAY_SIZE,37644
GL_TOP_LEVEL_ARRAY_STRIDE,37645
GL_TRANSFORM_BIT,4096
GL_TRANSFORM_FEEDBACK,36386
GL_TRANSFORM_FEEDBACK_ACTIVE,36388
GL_TRANSFORM_FEEDBACK_BARRIER_BIT,2048
GL_TRANSFORM_FEEDBACK_BINDING,36389
GL_TRANSFORM_FEEDBACK_BUFFER,35982
GL_TRANSFORM_FEEDBACK_BUFFER_ACTIVE,36388
GL_TRANSFORM_FEEDBACK_BUFFER_BINDING,35983
GL_TRANSFORM_FEEDBACK_BUFFER_INDEX,37707
GL_TRANSFORM_FEEDBACK_BUFFER_MODE,35967
GL_TRANSFORM_FEEDBACK_BUFFER_PAUSED,36387
GL_TRANSFORM_FEEDBACK_BUFFER_SIZE,35973
GL_TRANSFORM_FEEDBACK_BUFFER_START,35972
GL_TRANSFORM_FEEDBACK_BUFFER_STRIDE,37708
GL_TRANSFORM_FEEDBACK_OVERFLOW_ARB,33516
GL_TRANSFORM_FEEDBACK_PAUSED,36387
GL_TRANSFORM_FEEDBACK_PRIMITIVES_WRITTEN,35976
GL_TRANSFORM_FEEDBACK_STREAM_OVERFLOW_ARB,33517
GL_TRANSFORM_FEEDBACK_VARYING,37620
GL_TRANSFORM_FEEDBACK_VARYINGS,35971
GL_TRANSFORM_FEEDBACK_VARYING_MAX_LENGTH,35958
GL_TRIANGLES,4
GL_TRIANGLES_ADJACENCY,12
GL_TRIANGLE_FAN,6
GL_TRIANGLE_STRIP,5
GL_TRIANGLE_STRIP_ADJACENCY,13
GL_TRUE,1
GL_TYPE,37626
GL_UNDEFINED_VERTEX,33376
GL_UNIFORM,37601
GL_UNIFORM_ARRAY_STRIDE,35388
GL_UNIFORM_ATOMIC_COUNTER_BUFFER_INDEX,37594
GL_UNIFORM_BARRIER_BIT,4
GL_UNIFORM_BLOCK,37602
GL_UNIFORM_BLOCK_ACTIVE_UNIFORMS,35394
GL_UNIFORM_BLOCK_ACTIVE_UNIFORM_INDICES,35395
GL_UNIFORM_BLOCK_BINDING,35391
GL_UNIFORM_BLOCK_DATA_SIZE,35392
GL_UNIFORM_BLOCK_INDEX,35386
GL_UNIFORM_BLOCK_NAME_LENGTH,35393
GL_UNIFORM_BLOCK_REFERENCED_BY_COMPUTE_SHADER,37100
GL_UNIFORM_BLOCK_REFERENCED_BY_FRAGMENT_SHADER,35398
GL_UNIFORM_BLOCK_REFERENCED_BY_GEOMETRY_SHADER,35397
GL_UNIFORM_BLOCK_REFERENCED_BY_TESS_CONTROL_SHADER,34032
GL_UNIFORM_BLOCK_REFERENCED_BY_TESS_EVALUATION_SHADER,34033
GL_UNIFORM_BLOCK_REFERENCED_BY_VERTEX_SHADER,35396
GL_UNIFORM_BUFFER,35345
GL_UNIFORM_BUFFER_BINDING,35368
GL_UNIFORM_BUFFER_OFFSET_ALIGNMENT,35380
GL_UNIFORM_BUFFER_SIZE,35370
GL_UNIFORM_BUFFER_START,35369
GL_UNIFORM_IS_ROW_MAJOR,35390
GL_UNIFORM_MATRIX_STRIDE,35389
GL_UNIFORM_NAME_LENGTH,35385
GL_UNIFORM_OFFSET,35387
GL_UNIFORM_SIZE,35384
GL_UNIFORM_TYPE,35383
GL_UNKNOWN_CONTEXT_RESET,33365
GL_UNKNOWN_CONTEXT_RESET_ARB,33365
GL_UNPACK_ALIGNMENT,3317
GL_UNPACK_COMPRESSED_BLOCK_DEPTH,37161
GL_UNPACK_COMPRESSED_BLOCK_HEIGHT,37160
GL_UNPACK_COMPRESSED_BLOCK_SIZE,37162
GL_UNPACK_COMPRESSED_BLOCK_WIDTH,37159
GL_UNPACK_IMAGE_HEIGHT,32878
GL_UNPACK_LSB_FIRST,3313
GL_UNPACK_ROW_LENGTH,3314
GL_UNPACK_SKIP_IMAGES,32877
GL_UNPACK_SKIP_PIXELS,3316
GL_UNPACK_SKIP_ROWS,3315
GL_UNPACK_SWAP_BYTES,3312
GL_UNSIGNALED,37144
GL_UNSIGNED_BYTE,5121
GL_UNSIGNED_BYTE_2_3_3_REV,33634
GL_UNSIGNED_BYTE_3_3_2,32818
GL_UNSIGNED_INT,5125
GL_UNSIGNED_INT64_ARB,5135
GL_UNSIGNED_INT_10F_11F_11F_REV,35899
GL_UNSIGNED_INT_10_10_10_2,32822
GL_UNSIGNED_INT_24_8,34042
GL_UNSIGNED_INT_2_10_10_10_REV,33640
GL_UNSIGNED_INT_5_9_9_9_REV,35902
GL_UNSIGNED_INT_8_8_8_8,32821
GL_UNSIGNED_INT_8_8_8_8_REV,33639
GL_UNSIGNED_INT_ATOMIC_COUNTER,37595
GL_UNSIGNED_INT_IMAGE_1D,36962
GL_UNSIGNED_INT_IMAGE_1D_ARRAY,36968
GL_UNSIGNED_INT_IMAGE_2D,36963
GL_UNSIGNED_INT_IMAGE_2D_ARRAY,36969
GL_UNSIGNED_INT_IMAGE_2D_MULTISAMPLE,36971
GL_UNSIGNED_INT_IMAGE_2D_MULTISAMPLE_ARRAY,36972
GL_UNSIGNED_INT_IMAGE_2D_RECT,36965
GL_UNSIGNED_INT_IMAGE_3D,36964
GL_UNSIGNED_INT_IMAGE_BUFFER,36967
GL_UNSIGNED_INT_IMAGE_CUBE,36966
GL_UNSIGNED_INT_IMAGE_CUBE_MAP_ARRAY,36970
GL_UNSIGNED_INT_SAMPLER_1D,36305
GL_UNSIGNED_INT_SAMPLER_1D_ARRAY,36310
GL_UNSIGNED_INT_SAMPLER_2D,36306
GL_UNSIGNED_INT_SAMPLER_2D_ARRAY,36311
GL_UNSIGNED_INT_SAMPLER_2D_MULTISAMPLE,37130
GL_UNSIGNED_INT_SAMPLER_2D_MULTISAMPLE_ARRAY,37133
GL_UNSIGNED_INT_SAMPLER_2D_RECT,36309
GL_UNSIGNED_INT_SAMPLER_3D,36307
GL_UNSIGNED_INT_SAMPLER_BUFFER,36312
GL_UNSIGNED_INT_SAMPLER_CUBE,36308
GL_UNSIGNED_INT_SAMPLER_CUBE_MAP_ARRAY,36879
GL_UNSIGNED_INT_SAMPLER_CUBE_MAP_ARRAY_ARB,36879
GL_UNSIGNED_INT_VEC2,36294
GL_UNSIGNED_INT_VEC3,36295
GL_UNSIGNED_INT_VEC4,36296
GL_UNSIGNED_NORMALIZED,35863
GL_UNSIGNED_SHORT,5123
GL_UNSIGNED_SHORT_1_5_5_5_REV,33638
GL_UNSIGNED_SHORT_4_4_4_4,32819
GL_UNSIGNED_SHORT_4_4_4_4_REV,33637
GL_UNSIGNED_SHORT_5_5_5_1,32820
GL_UNSIGNED_SHORT_5_6_5,33635
GL_UNSIGNED_SHORT_5_6_5_REV,33636
GL_UPPER_LEFT,36002
GL_V2F,10784
GL_V3F,10785
GL_VALIDATE_STATUS,35715
GL_VENDOR,7936
GL_VERSION,7938
GL_VERSION_1_0,1
GL_VERSION_1_1,1
GL_VERSION_1_2,1
GL_VERSION_1_3,1
GL_VERSION_1_4,1
GL_VERSION_1_5,1
GL_VERSION_2_0,1
GL_VERSION_2_1,1
GL_VERSION_3_0,1
GL_VERSION_3_1,1
GL_VERSION_3_2,1
GL_VERSION_3_3,1
GL_VERSION_4_0,1
GL_VERSION_4_1,1
GL_VERSION_4_2,1
GL_VERSION_4_3,1
GL_VERSION_4_4,1
GL_VERSION_4_5,1
GL_VERTEX_ARRAY,32884
GL_VERTEX_ARRAY_BINDING,34229
GL_VERTEX_ARRAY_COUNT_EXT,32893
GL_VERTEX_ARRAY_EXT,32884
GL_VERTEX_ARRAY_POINTER,32910
GL_VERTEX_ARRAY_POINTER_EXT,32910
GL_VERTEX_ARRAY_SIZE,32890
GL_VERTEX_ARRAY_SIZE_EXT,32890
GL_VERTEX_ARRAY_STRIDE,32892
GL_VERTEX_ARRAY_STRIDE_EXT,32892
GL_VERTEX_ARRAY_TYPE,32891
GL_VERTEX_ARRAY_TYPE_EXT,32891
GL_VERTEX_ATTRIB_ARRAY_BARRIER_BIT,1
GL_VERTEX_ATTRIB_ARRAY_BUFFER_BINDING,34975
GL_VERTEX_ATTRIB_ARRAY_DIVISOR,35070
GL_VERTEX_ATTRIB_ARRAY_ENABLED,34338
GL_VERTEX_ATTRIB_ARRAY_INTEGER,35069
GL_VERTEX_ATTRIB_ARRAY_LONG,34638
GL_VERTEX_ATTRIB_ARRAY_NORMALIZED,34922
GL_VERTEX_ATTRIB_ARRAY_POINTER,34373
GL_VERTEX_ATTRIB_ARRAY_SIZE,34339
GL_VERTEX_ATTRIB_ARRAY_STRIDE,34340
GL_VERTEX_ATTRIB_ARRAY_TYPE,34341
GL_VERTEX_ATTRIB_BINDING,33492
GL_VERTEX_ATTRIB_RELATIVE_OFFSET,33493
GL_VERTEX_BINDING_BUFFER,36687
GL_VERTEX_BINDING_DIVISOR,33494
GL_VERTEX_BINDING_OFFSET,33495
GL_VERTEX_BINDING_STRIDE,33496
GL_VERTEX_PROGRAM_POINT_SIZE,34370
GL_VERTEX_SHADER,35633
GL_VERTEX_SHADER_BIT,1
GL_VERTEX_SHADER_INVOCATIONS_ARB,33520
GL_VERTEX_SUBROUTINE,37608
GL_VERTEX_SUBROUTINE_UNIFORM,37614
GL_VERTEX_TEXTURE,33435
GL_VERTICES_SUBMITTED_ARB,33518
GL_VIEWPORT,2978
GL_VIEWPORT_BIT,2048
GL_VIEWPORT_BOUNDS_RANGE,33373
GL_VIEWPORT_INDEX_PROVOKING_VERTEX,33375
GL_VIEWPORT_SUBPIXEL_BITS,33372
GL_VIEW_CLASS_128_BITS,33476
GL_VIEW_CLASS_16_BITS,33482
GL_VIEW_CLASS_24_BITS,33481
GL_VIEW_CLASS_32_BITS,33480
GL_VIEW_CLASS_48_BITS,33479
GL_VIEW_CLASS_64_BITS,33478
GL_VIEW_CLASS_8_BITS,33483
GL_VIEW_CLASS_96_BITS,33477
GL_VIEW_CLASS_BPTC_FLOAT,33491
GL_VIEW_CLASS_BPTC_UNORM,33490
GL_VIEW_CLASS_RGTC1_RED,33488
GL_VIEW_CLASS_RGTC2_RG,33489
GL_VIEW_CLASS_S3TC_DXT1_RGB,33484
GL_VIEW_CLASS_S3TC_DXT1_RGBA,33485
GL_VIEW_CLASS_S3TC_DXT3_RGBA,33486
GL_VIEW_CLASS_S3TC_DXT5_RGBA,33487
GL_VIEW_COMPATIBILITY_CLASS,33462
GL_VIRTUAL_PAGE_SIZE_INDEX_ARB,37287
GL_VIRTUAL_PAGE_SIZE_X_ARB,37269
GL_VIRTUAL_PAGE_SIZE_Y_ARB,37270
GL_VIRTUAL_PAGE_SIZE_Z_ARB,37271
GL_WAIT_FAILED,37149
GL_WRITE_ONLY,35001
GL_XOR,5382
GL_ZERO,0
GL_ZERO_TO_ONE,37727
GL_ZOOM_X,3350
GL_ZOOM_Y,3351